index,sentenca_original,sentenca_processada1,classificacao,sentenca_processada2,entidades_nomeadas,adjetivos,triggers,intensifiers,modifiers,quotation_marks,repeated_punctuation,letters_repetition,word_repetition
7436,oh sao passeios de bike da dama da bulgaria,oh sao passeios de bike da dama da bulgaria,1,oh sao passeios de bike da dama da bulgaria,1,0,1,0,1,0,0,1,0
7437,Você já leu a constituição federaL ?,Você já leu a constituição federaL ?,1,Você já leu a constituição federaL ,0,0,1,0,1,0,0,0,0
7439,o ministro gosta de parecer excêntrico.,o ministro gosta de parecer excêntrico.,1,o ministro gosta de parecer excêntrico,0,0,1,0,1,0,0,0,0
7444,Vivemos tempos estranhos no STF.,Vivemos tempos estranhos no STF.,1,Vivemos tempos estranhos no STF,1,0,1,0,1,0,0,0,0
7449,"Como dizia minha sogra, ["" carroça de boi só canta com a roda apertado ""]P1.","Como dizia minha sogra, ["" carroça de boi só canta com a roda apertado ""]P1.",1,Como dizia minha sogra  carroça de boi só canta com a roda apertado P1,0,0,1,0,1,1,0,1,0
7450,como diziam os antigos : uma coisa uma coisa outra coisa outra coisa .,como diziam os antigos : uma coisa uma coisa outra coisa outra coisa .,1,como diziam os antigos  uma coisa uma coisa outra coisa outra coisa ,0,0,1,0,1,0,0,0,0
7454,Na escola dos larapios ?,Na escola dos larapios ?,1,Na escola dos larapios ,0,0,1,0,1,0,0,0,0
7458,"Na china , do outro lado ?","Na china , do outro lado ?",1,Na china  do outro lado ,0,0,1,0,1,0,0,0,0
7459,Realmente a ética está com o peemedebe de cunha.,Realmente a ética está com o peemedebe de cunha.,1,Realmente a ética está com o peemedebe de cunha,0,0,1,0,1,0,0,1,0
7465,Triste.,Triste.,1,Triste,0,0,0,0,0,0,0,0,0
7468,Existe acordo contra o impeachment ?,Existe acordo contra o impeachment ?,1,Existe acordo contra o impeachment ,0,0,1,0,1,0,0,0,0
7469,Quem esta propondo isto????,Quem esta propondo isto????,1,Quem esta propondo isto,0,0,1,0,1,0,1,0,1
7484,"Agora ficou bom, junta tudo no mesmo saco e mete o pé !","Agora ficou bom, junta tudo no mesmo saco e mete o pé !",1,Agora ficou bom junta tudo no mesmo saco e mete o pé ,0,1,1,0,1,0,0,0,0
7485,"Agora só falta o Cunha, mas esse eu acho que a lavajato já dá conta.","Agora só falta o Cunha, mas esse eu acho que a lavajato já dá conta.",1,Agora só falta o Cunha mas esse eu acho que a lavajato já dá conta,1,0,1,0,1,0,0,0,0
7486,Cunha e Lula pra ficar na historia.,Cunha e Lula pra ficar na historia.,1,Cunha e Lula pra ficar na historia,1,0,1,0,1,0,0,0,0
7489,"Golpe, que está mesmo armando um?","Golpe, que está mesmo armando um?",1,Golpe que está mesmo armando um,0,0,1,0,1,0,0,0,0
7492,Moderadores não é verdade que o ministro Joaquim Barbosa deu uma chamada histórica no Gilmar Mendes?,Moderadores não é verdade que o ministro Joaquim Barbosa deu uma chamada histórica no Gilmar Mendes?,1,Moderadores não é verdade que o ministro Joaquim Barbosa deu uma chamada histórica no Gilmar Mendes,1,0,1,0,1,0,0,0,0
7493,4ALL da onde vem tanto humor inteligente?,4ALL da onde vem tanto humor inteligente?,1,4ALL da onde vem tanto humor inteligente,1,0,1,0,1,0,0,1,0
7494,"wilson,é nome de bola de baskette,nada mais","wilson,é nome de bola de baskette,nada mais",1,wilsoné nome de bola de baskettenada mais,0,0,1,0,1,0,0,1,0
7499,"e a farra vai continuar...,","e a farra vai continuar...,",1,e a farra vai continuar,0,0,1,0,1,0,1,1,0
7504,"Oh Luiz, você está inocente, pois não sabe que o Ministro está pagando o favor que deve a Dilma, que é a nomeação de sua filha para o Tribunal Regional Federal, como desembargadora.","Oh Luiz, você está inocente, pois não sabe que o Ministro está pagando o favor que deve a Dilma, que é a nomeação de sua filha para o Tribunal Regional Federal, como desembargadora.",1,Oh Luiz você está inocente pois não sabe que o Ministro está pagando o favor que deve a Dilma que é a nomeação de sua filha para o Tribunal Regional Federal como desembargadora,1,0,1,0,1,0,0,0,0
7507,O STF é que julga tudo agora?,O STF é que julga tudo agora?,1,O STF é que julga tudo agora,1,0,1,0,1,0,0,0,0
7508,Em que país estou afinal?,Em que país estou afinal?,1,Em que país estou afinal,0,0,1,0,1,0,0,0,0
7519,Que tal o Congresso fazer uma lei que impede o supremo de interferir???,Que tal o Congresso fazer uma lei que impede o supremo de interferir???,1,Que tal o Congresso fazer uma lei que impede o supremo de interferir,0,0,1,0,1,0,1,1,1
7520,"Absurdo, certo?","Absurdo, certo?",1,Absurdo certo,0,0,0,0,0,0,0,0,0
7529,Casuísmo???,Casuísmo???,1,Casuísmo,0,0,0,0,0,0,1,0,1
7530,"Ou será por [""gratidão""]P1 ?","Ou será por [""gratidão""]P1 ?",1,Ou será por gratidãoP1 ,1,0,1,0,1,1,0,0,0
7532,"Sr. Beatles, pense um pouco sei que deve ser difícil para o senhor mas tente...","Sr. Beatles, pense um pouco sei que deve ser difícil para o senhor mas tente...",1,Sr Beatles pense um pouco sei que deve ser difícil para o senhor mas tente,0,0,1,0,1,0,1,0,0
7540,NA fogueira ?,NA fogueira ?,1,NA fogueira ,0,0,1,0,1,0,0,0,0
7541,No linchamento ??,No linchamento ??,1,No linchamento ,0,0,1,0,1,0,1,0,1
7542,No paredão ??,No paredão ??,1,No paredão ,0,0,1,0,1,0,1,0,1
7545,"Isto é coisa de novela ou filme de Hollywood, em outras palavras não sobrará ninguém e o pato será pago pelo povo brasileiro.","Isto é coisa de novela ou filme de Hollywood, em outras palavras não sobrará ninguém e o pato será pago pelo povo brasileiro.",1,Isto é coisa de novela ou filme de Hollywood em outras palavras não sobrará ninguém e o pato será pago pelo povo brasileiro,1,0,1,0,1,0,0,0,0
7557,Será que os esquerdistas se esqueceram-se que impeachment é voto?,Será que os esquerdistas se esqueceram-se que impeachment é voto?,1,Será que os esquerdistas se esqueceramse que impeachment é voto,0,0,1,0,1,0,0,0,0
7561,enquanto se lambuzam . preferir qualquer coisa que comunismo popular bolivariano . sugerir pete ir para a coreia do norte .,enquanto se lambuzam . preferir qualquer coisa que comunismo popular bolivariano . sugerir pete ir para a coreia do norte .,1,enquanto se lambuzam  preferir qualquer coisa que comunismo popular bolivariano  sugerir pete ir para a coreia do norte ,1,0,1,0,1,0,0,0,0
7568,Ou tem que soletrar.,Ou tem que soletrar.,1,Ou tem que soletrar,0,0,1,0,1,0,0,0,0
7582,...saio ton'to dessa...!,...saio ton'to dessa...!,1,saio tonto dessa,0,0,0,0,0,1,1,0,0
7586,"- Impressiona para o fato que [""a nação está indo para um fundo de poço""]P1,...e as beldades discutindo querendo justificar ?...","- Impressiona para o fato que [""a nação está indo para um fundo de poço""]P1,...e as beldades discutindo querendo justificar ?...",1, Impressiona para o fato que a nação está indo para um fundo de poçoP1e as beldades discutindo querendo justificar ,1,0,1,0,1,1,1,0,0
7592,"Se Tucano pode, Petista não, Zimmer é torto.","Se Tucano pode, Petista não, Zimmer é torto.",1,Se Tucano pode Petista não Zimmer é torto,1,0,1,0,1,0,0,0,0
7597,"E se alguém enxerga alguma diferença entre eles, que vá procurar um oftalmologista pois está precisando urgentemente de óculos.","E se alguém enxerga alguma diferença entre eles, que vá procurar um oftalmologista pois está precisando urgentemente de óculos.",1,E se alguém enxerga alguma diferença entre eles que vá procurar um oftalmologista pois está precisando urgentemente de óculos,0,0,1,0,1,0,0,0,0
7599,Proponho que os deputados petistas levem um cesto de [coxinhas amarelinhas]P5 e faça a distribuição na câmara !,Proponho que os deputados petistas levem um cesto de coxinhas amarelinhas e faça a distribuição na câmara !,1,Proponho que os deputados petistas levem um cesto de coxinhas amarelinhas e faça a distribuição na câmara ,1,0,1,0,1,0,0,0,0
7600,"Vejam que interessante, esses partidos que fazem oposição a reboque da verdadeira oposição que é a midia, repetindo o discurso de comentaristas afirmavam que o governo havia se transformara em balcão de nogocios...kikikikiki","Vejam que interessante, esses partidos que fazem oposição a reboque da verdadeira oposição que é a midia, repetindo o discurso de comentaristas afirmavam que o governo havia se transformara em balcão de nogocios...kikikikiki",1,Vejam que interessante esses partidos que fazem oposição a reboque da verdadeira oposição que é a midia repetindo o discurso de comentaristas afirmavam que o governo havia se transformara em balcão de nogocioskikikikiki,0,0,1,0,1,0,1,0,0
7601,"É de rir, pois o governo da presidente Deilma informou que a reforma ministerial so sera discutida após a votação do golpe, desculpe impeachemt, que tentam emplacar de qualquer jeito","É de rir, pois o governo da presidente Deilma informou que a reforma ministerial so sera discutida após a votação do golpe, desculpe impeachemt, que tentam emplacar de qualquer jeito",1,É de rir pois o governo da presidente Deilma informou que a reforma ministerial so sera discutida após a votação do golpe desculpe impeachemt que tentam emplacar de qualquer jeito,1,0,1,0,1,0,0,0,0
7608,"Como dizia meu avô, d [""poupança""]P1 de bebê e cabeça de juiz ninguém sabe o q sai.","Como dizia meu avô, d [""poupança""]P1 de bebê e cabeça de juiz ninguém sabe o q sai.",1,Como dizia meu avô d poupançaP1 de bebê e cabeça de juiz ninguém sabe o q sai,0,0,1,0,1,1,0,0,0
7611,Soh rindo,Soh rindo,1,Soh rindo,1,0,0,0,0,0,0,0,0
7630,Ele precisa realmente analisar os pedidos na ordem de chegada.,Ele precisa realmente analisar os pedidos na ordem de chegada.,1,Ele precisa realmente analisar os pedidos na ordem de chegada,0,0,1,0,1,0,0,0,0
7631,Vai surgir novo serviço para o japonês da federal.,Vai surgir novo serviço para o japonês da federal.,1,Vai surgir novo serviço para o japonês da federal,1,0,1,0,1,0,0,0,0
7632,Vamos ver se o Ckunha tem mesmo coragem...,Vamos ver se o Ckunha tem mesmo coragem...,1,Vamos ver se o Ckunha tem mesmo coragem,0,0,1,0,1,0,1,0,0
7633,"Ontem vingança, hoje irritado, estamos falando de um momento politico decisório, ou de uma novela mexicana.","Ontem vingança, hoje irritado, estamos falando de um momento politico decisório, ou de uma novela mexicana.",1,Ontem vingança hoje irritado estamos falando de um momento politico decisório ou de uma novela mexicana,1,0,1,0,1,0,0,0,0
7635,"O tema é mini-saia, aborto, tributação às igrejas?","O tema é mini-saia, aborto, tributação às igrejas?",1,O tema é minisaia aborto tributação às igrejas,0,0,1,0,1,0,0,0,0
7636,"Faltou dizer se é alto, baixo, magro, gordo, caucasiano, afro-descendente, torcedor do Flamengo.","Faltou dizer se é alto, baixo, magro, gordo, caucasiano, afro-descendente, torcedor do Flamengo.",1,Faltou dizer se é alto baixo magro gordo caucasiano afrodescendente torcedor do Flamengo,1,0,1,1,1,0,0,0,0
7644,Morcegos no “puder”.,Morcegos no “puder”.,1,Morcegos no puder,0,0,1,0,1,0,0,0,0
7653,"Procurei procurei e PORcurei...e não achei ""vice-presidente""....estaria eu ficando cego ??","Procurei procurei e PORcurei...e não achei ""vice-presidente""....estaria eu ficando cego ??",1,Procurei procurei e PORcureie não achei vicepresidenteestaria eu ficando cego ,0,0,1,0,1,1,1,0,1
7654,Uma bengala !,Uma bengala !,1,Uma bengala ,0,0,0,0,0,0,0,0,0
7655,Uma bengal !,Uma bengal !,1,Uma bengal ,1,0,0,0,0,0,0,0,0
7656,Meu reino por uma bengala !,Meu reino por uma bengala !,1,Meu reino por uma bengala ,0,0,0,0,1,0,0,0,0
7660,"E aí, quem quer discutir com a lei ?","E aí, quem quer discutir com a lei ?",1,E aí quem quer discutir com a lei ,0,0,1,0,1,0,0,0,1
7661,Tem alguém ?,Tem alguém ?,1,Tem alguém ,0,0,0,0,0,0,0,0,0
7662,Tem sim: O Min Marco Aurélio hahahahahahaa....juiz de várzea.,Tem sim: O Min Marco Aurélio hahahahahahaa....juiz de várzea.,1,Tem sim O Min Marco Aurélio hahahahahahaajuiz de várzea,1,0,1,0,1,0,1,1,0
7671,"Pai Ditão de Ogum jogou os búzios, e eles disseram: [""esse Eduardo Cunha irá mexer com quem não deve, acabará preso, e não terminará o mandato""]P1","Pai Ditão de Ogum jogou os búzios, e eles disseram: [""esse Eduardo Cunha irá mexer com quem não deve, acabará preso, e não terminará o mandato""]P1",1,Pai Ditão de Ogum jogou os búzios e eles disseram esse Eduardo Cunha irá mexer com quem não deve acabará preso e não terminará o mandatoP1,1,0,1,0,1,1,0,0,0
7672,"Nunca soube de impeachment de um vice-presidente, se a moda pega, não sobrará ninguém do Planalto em Brasilia!!!!","Nunca soube de impeachment de um vice-presidente, se a moda pega, não sobrará ninguém do Planalto em Brasilia!!!!",1,Nunca soube de impeachment de um vicepresidente se a moda pega não sobrará ninguém do Planalto em Brasilia,1,0,1,0,1,0,1,0,1
7703,Dói menos.,Dói menos.,1,Dói menos,0,0,0,0,1,0,0,0,0
7704,"Josefino, tu ta transbordando de odio, melhor tu fazer arakiri portugues.","Josefino, tu ta transbordando de odio, melhor tu fazer arakiri portugues.",1,Josefino tu ta transbordando de odio melhor tu fazer arakiri portugues,0,0,1,0,1,0,0,0,0
7706,Este é seu magnífico argumento?,Este é seu magnífico argumento?,1,Este é seu magnífico argumento,0,0,1,0,1,0,0,0,0
7707,Parabéns!,Parabéns!,1,Parabéns,0,0,1,0,0,0,0,0,0
7708,Precisamos de gente sábia como você para tornar este país melhor!,Precisamos de gente sábia como você para tornar este país melhor!,1,Precisamos de gente sábia como você para tornar este país melhor,0,0,1,0,1,0,0,0,0
7764,Vá lá...nem mesmo um reles [inqueritozinho]P5 por desobediencia à determinação do STF ?,Vá lá...nem mesmo um reles inqueritozinho por desobediencia à determinação do STF ?,1,Vá lánem mesmo um reles inqueritozinho por desobediencia à determinação do STF ,1,0,1,0,1,0,1,0,0
7766,Não sabia que o STF decretava prisão sem haver o devido processo contra o acusado.,Não sabia que o STF decretava prisão sem haver o devido processo contra o acusado.,1,Não sabia que o STF decretava prisão sem haver o devido processo contra o acusado,1,0,1,0,1,0,0,1,0
7767,Já existe algum processo aberto contra o cunha por desobediencia à decisão do supremo ?,Já existe algum processo aberto contra o cunha por desobediencia à decisão do supremo ?,1,Já existe algum processo aberto contra o cunha por desobediencia à decisão do supremo ,0,0,1,0,1,0,0,1,0
7793,"Não, o [""cara""]P1 era o inacio.","Não, o [""cara""]P1 era o inacio.",1,Não o caraP1 era o inacio,0,0,1,0,1,1,0,0,0
7797,"super jew vc é o cara, me permita uma pergunta: Quando o ministro do stf que tem posições assumidas a favor dos assumida, impede uma presidenta eleita de empossar o Liula como ministro que sequer tem processo aberto contra ele, não é ingerencia?.","super jew vc é o cara, me permita uma pergunta: Quando o ministro do stf que tem posições assumidas a favor dos assumida, impede uma presidenta eleita de empossar o Liula como ministro que sequer tem processo aberto contra ele, não é ingerencia?.",1,super jew vc é o cara me permita uma pergunta Quando o ministro do stf que tem posições assumidas a favor dos assumida impede uma presidenta eleita de empossar o Liula como ministro que sequer tem processo aberto contra ele não é ingerencia,1,0,1,0,1,0,1,1,0
7799,"Deilma obedeceu o stf.mesmo assim, agora dunha pode desobedecer pra vc?","Deilma obedeceu o stf.mesmo assim, agora dunha pode desobedecer pra vc?",1,Deilma obedeceu o stfmesmo assim agora dunha pode desobedecer pra vc,1,0,1,0,1,0,0,0,0
7804,Brigado !,Brigado !,1,Brigado ,0,0,1,0,1,0,0,0,0
7806,Vai lá no topico olhar vai minino.....hahaha,Vai lá no topico olhar vai minino.....hahaha,1,Vai lá no topico olhar vai mininohahaha,0,0,1,0,1,0,1,0,0
7807,falou a super fera! [kkkkkkkk]P5,falou a super fera! kkkkkkkk,1,falou a super fera kkkkkkkk,0,0,1,0,1,0,0,0,0
7809,Minha bola de cristal está a toda.,Minha bola de cristal está a toda.,1,Minha bola de cristal está a toda,0,0,1,0,1,0,0,0,0
7810,Esse deputado tem pacto com o Diabo.,Esse deputado tem pacto com o Diabo.,1,Esse deputado tem pacto com o Diabo,0,0,1,0,1,0,0,0,0
7816,"Cunha, [""com a isenção que lhe é peculiar""]P1, agora poderá mostrar ao mundo quão ágil e competente é em fazer a pauta do impedimento de Temer fluir célere.","Cunha, [""com a isenção que lhe é peculiar""]P1, agora poderá mostrar ao mundo quão ágil e competente é em fazer a pauta do impedimento de Temer fluir célere.",1,Cunha com a isenção que lhe é peculiarP1 agora poderá mostrar ao mundo quão ágil e competente é em fazer a pauta do impedimento de Temer fluir célere,1,0,1,1,1,1,0,0,0
7824,"Complementando o meu próprio comentário, aqui em casa o pedreiro não quis passar um cano no lugar que eu queria e eu o que fiz?","Complementando o meu próprio comentário, aqui em casa o pedreiro não quis passar um cano no lugar que eu queria e eu o que fiz?",1,Complementando o meu próprio comentário aqui em casa o pedreiro não quis passar um cano no lugar que eu queria e eu o que fiz,0,0,1,0,1,0,0,0,0
7825,"peguei o cano e eu mesmo passei no lugar que eu queria...portanto, repito: se o kunha não cumprir a ordem que o esseteefe abra a ação...ponto.","peguei o cano e eu mesmo passei no lugar que eu queria...portanto, repito: se o kunha não cumprir a ordem que o esseteefe abra a ação...ponto.",1,peguei o cano e eu mesmo passei no lugar que eu queriaportanto repito se o kunha não cumprir a ordem que o esseteefe abra a açãoponto,0,0,1,0,1,0,1,1,0
7828,Quando um sinistro tá loco ele pode ser internado?,Quando um sinistro tá loco ele pode ser internado?,1,Quando um sinistro tá loco ele pode ser internado,0,0,1,0,1,0,0,0,0
7829,Essi cara num tem coisa mais importante prá fazer na vida?,Essi cara num tem coisa mais importante prá fazer na vida?,1,Essi cara num tem coisa mais importante prá fazer na vida,1,0,1,1,1,0,0,0,0
