sentenca_original,sentenca_processada1,classificacao
Admitem erros?,Admitem erros?,0
De qual partido você está falando?,De qual partido você está falando?,-1
"Não é dos [phetebas]P3, né?","Não é dos phetebas, né?",-1
Eh eh eh...Você é hilário.,Eh eh eh...Você é hilário.,1
"Conta outra...Aquela, do gaúcho.","Conta outra...Aquela, do gaúcho.",1
"Eu diria que ele (o PT) chafurdou-se, assim como todos os demais.","Eu diria que ele (o PT) chafurdou-se, assim como todos os demais.",0
Lembra a musica do Chico: Geni e o Zepelim.,Lembra a musica do Chico: Geni e o Zepelim.,-1
Só que o  partido  tomou banho de b....,Só que o  partido  tomou banho de b....,-1
"Ministros +leves ou pesados cairão sempre na universidade de Raivarde Povo do desgov.br ( provado vias terra, ar e mar : povo.br < @ >.","Ministros +leves ou pesados cairão sempre na universidade de Raivarde Povo do desgov.br ( provado vias terra, ar e mar : povo.br < @ >.",-1
Né  prof [painho]P5  ?,Né  prof painho  ?,1
Né  prof [Mainha]P5 do BR  ? ),Né  prof Mainha do BR  ? ),1
Foi treinado para ....,Foi treinado para ....,0
"A culpa de tudo e do povo, que gosta da politica do [""pao e vinho""]P1.","A culpa de tudo e do povo, que gosta da politica do [""pao e vinho""]P1.",0
E so prestar atenção.,E so prestar atenção.,0
Torco que a presidenta fique ate o ultimo dia e arrase com a economia do pais.,Torco que a presidenta fique ate o ultimo dia e arrase com a economia do pais.,0
Talvez com inflacao alta e desemprego as pessoas se manquem que algo esta de errado.,Talvez com inflacao alta e desemprego as pessoas se manquem que algo esta de errado.,0
"Entrevista chapa vermelha, isso sim!","Entrevista chapa vermelha, isso sim!",0
Os brasileiros não merecem [esse desgoverno]P7,Os brasileiros não merecem esse desgoverno,0
Mas elegeram esta porcaria,Mas elegeram esta porcaria,0
"A folha esta tentando fazer a alavancagem artificial da  presidente , mas o cara e [tao ruim]P6 que nem assim consegue ajudar a  chefe .","A folha esta tentando fazer a alavancagem artificial da  presidente , mas o cara e tao ruim que nem assim consegue ajudar a  chefe .",-1
"E depois de umas materias desse tipo, vira o datafolha, pago pela dilma a peso de ouro, pra dizer que segundo as pesquisas os brasileiros estao gostando mais da  louca .","E depois de umas materias desse tipo, vira o datafolha, pago pela dilma a peso de ouro, pra dizer que segundo as pesquisas os brasileiros estao gostando mais da  louca .",-1
Nem enxergam o tamanho do problema e orquestraram uma avalanche de desculpas e buscas externas de culpados...,Nem enxergam o tamanho do problema e orquestraram uma avalanche de desculpas e buscas externas de culpados...,0
"Semana passada foi a ave de rapina do falcão, ontem o ananias e hoje o wagner...","Semana passada foi a ave de rapina do falcão, ontem o ananias e hoje o wagner...",0
Não se mancam ???,Não se mancam ???,0
"Vão trabalhar, para variar !!!","Vão trabalhar, para variar !!!",0
aceitem que a  facção  acabou !!!,aceitem que a  facção  acabou !!!,0
"destruída por eles próprios, seus pensamentos, palavras, atos e omissões e sem outros culpados...só vítimas que só não deixam o país porque não podem, como eu próprio e milhões de outros...","destruída por eles próprios, seus pensamentos, palavras, atos e omissões e sem outros culpados...só vítimas que só não deixam o país porque não podem, como eu próprio e milhões de outros...",0
"[Enrolation]P3, [embromation]P3, o erro, segundo ele, foi muito mais da oposição.","Enrolation, embromation, o erro, segundo ele, foi muito mais da oposição.",-1
Vai óleo de peroba?,Vai óleo de peroba?,1
"No caso explicito do PT, até então com a ascensão ao poder deixando ser oposição encontrou os metodos do exercicio da politica ( Corrupção, acordos , troca de cargos por apoio de bancadas, toma- lá da cá, doações de campanha por troca de favores , fisiologismo partidário , dinheiro versus ideologia, emfim uma engrenagem maldita e viciada!","No caso explicito do PT, até então com a ascensão ao poder deixando ser oposição encontrou os metodos do exercicio da politica ( Corrupção, acordos , troca de cargos por apoio de bancadas, toma- lá da cá, doações de campanha por troca de favores , fisiologismo partidário , dinheiro versus ideologia, emfim uma engrenagem maldita e viciada!",0
"O  partido  foi seduzido , foi fraco !","O  partido  foi seduzido , foi fraco !",0
dançou com as irregularidades e sofreu um declínio moral e ético!,dançou com as irregularidades e sofreu um declínio moral e ético!,0
Entrevista CHAPA BRANCA,Entrevista CHAPA BRANCA,0
"Coitados, aprenderam com os outros!","Coitados, aprenderam com os outros!",1
Parece que aprenderam bem porquê o roubo foi pra valer.,Parece que aprenderam bem porquê o roubo foi pra valer.,-1
Jaques Vagner é muito inocente.,Jaques Vagner é muito inocente.,-1
Dá pena.,Dá pena.,1
"Cobra mandada, vaselina.","Cobra mandada, vaselina.",0
"Quer nos passar a conversa que errar é uma contingência de quem governa, coisa normal.","Quer nos passar a conversa que errar é uma contingência de quem governa, coisa normal.",0
"Essa não dá para engolir, quanto antes eles saírem do governo melhor para todo mundo.","Essa não dá para engolir, quanto antes eles saírem do governo melhor para todo mundo.",0
Só vejo má intenção nas palavras destes bandidos incompetentes.,Só vejo má intenção nas palavras destes bandidos incompetentes.,0
"Nos roubaram e vão continuar roubando, até ralar com todo mundo.","Nos roubaram e vão continuar roubando, até ralar com todo mundo.",0
Só querem é poder!,Só querem é poder!,0
É fácil gastar o dinheiro dos outros né ?,É fácil gastar o dinheiro dos outros né ?,1
O Sr. quis dizer lambuzou foi a $$$$$ que pegaram ?,O Sr. quis dizer lambuzou foi a $$$$$ que pegaram ?,1
O universo da politica suas engrenagens os médotos do exercicio politico !,O universo da politica suas engrenagens os médotos do exercicio politico !,0
O cenário assemelha aos torneios da UFC pois á o vale tudo !,O cenário assemelha aos torneios da UFC pois á o vale tudo !,-1
então a reforma politica é mais do que nécessaria regras e punições mais claras e severas para as regras do jogo politico !,então a reforma politica é mais do que nécessaria regras e punições mais claras e severas para as regras do jogo politico !,0
Para não ter que ter a PF como arbitro dos bastidores das eleições e suas nefastas consequências ao dinheiro público !,Para não ter que ter a PF como arbitro dos bastidores das eleições e suas nefastas consequências ao dinheiro público !,0
"vereadores , deputados , senadores , prefeitos , governadores, presidente da republica são pessoas publicas","vereadores , deputados , senadores , prefeitos , governadores, presidente da republica são pessoas publicas",0
"Resumo da ópera, a esquerda caviar é boa de papo, mas na prática adora as [verdinhas]P5 americanas, vive no padrão 5 estrelas de hospitais de luxo enquanto o povo se ferra no sus, fora Dilma, fora pete e cia...","Resumo da ópera, a esquerda caviar é boa de papo, mas na prática adora as verdinhas americanas, vive no padrão 5 estrelas de hospitais de luxo enquanto o povo se ferra no sus, fora Dilma, fora pete e cia...",-1
Realmente uma vergonha o site publicar a entrevista ainda com destaque na primeira página do site!,Realmente uma vergonha o site publicar a entrevista ainda com destaque na primeira página do site!,0
"JW mais uma vez prestando o serviço de desenformar a população, a máxima da mentira contada [1000 vezes]P4 vira verdade.","JW mais uma vez prestando o serviço de desenformar a população, a máxima da mentira contada 1000 vezes vira verdade.",0
O jornal poderia colocar um economista e cientista político comentando todos os pontos da entrevista...,O jornal poderia colocar um economista e cientista político comentando todos os pontos da entrevista...,-1
"precisamos limpar o brasil não é possivel viver com esses politicos judiciários artistas]P7 todos so levando vantagens chegamos ao ponto de um governo declarar como [esse senhor ministro]P7 classificar [""cunha homem do mal renan [bonzinho]P5""]P1 so interesse pessoal","precisamos limpar o brasil não é possivel viver com esses politicos judiciários artistas]P7 todos so levando vantagens chegamos ao ponto de um governo declarar como esse senhor ministro classificar [""cunha homem do mal renan bonzinho""]P1 so interesse pessoal",0
"Também acho que o Eduardo Cunha seria um homem mais realizado tendo um posto bacana, por exemplo, no quadro do STF. rs","Também acho que o Eduardo Cunha seria um homem mais realizado tendo um posto bacana, por exemplo, no quadro do STF. rs",1
"[Sujeitinho]P5 petulante, esse!","Sujeitinho petulante, esse!",0
Definitivamente os petistas carimbaram os brasileiros como sandeus.,Definitivamente os petistas carimbaram os brasileiros como sandeus.,0
O PT nunca quis fazer reformas.,O PT nunca quis fazer reformas.,0
"Na época de fazê-las, empenhou-se em degringolar o que vinha razoavelmente bem no país com o fim de locupletar-se.","Na época de fazê-las, empenhou-se em degringolar o que vinha razoavelmente bem no país com o fim de locupletar-se.",0
"Organizou-se a maior quadrilha é a maior pilhagem existente no planeta, como sabem todos.","Organizou-se a maior quadrilha é a maior pilhagem existente no planeta, como sabem todos.",0
A conversa mole do ministro farsante sobre reformas é pura engabelação.,A conversa mole do ministro farsante sobre reformas é pura engabelação.,0
"Por Deus, mude-se ajuste fiscal por aumento de impostos.","Por Deus, mude-se ajuste fiscal por aumento de impostos.",0
"Vão colocar o guizo no gato, agora é hora de medidas [anticíclicas]P3, controlar o câmbio, segurando a inflação e baixando o juros, juros subsidiados do para obras de infraestrutura, aumentar o seguro desemprego e outras medidas de proteção ao emprego, facilidade de crédito para linha branca, carros e casa própria o déficit público é a solução pois o orçamento existe para a finalidade social e bem estar da sociedade.","Vão colocar o guizo no gato, agora é hora de medidas anticíclicas, controlar o câmbio, segurando a inflação e baixando o juros, juros subsidiados do para obras de infraestrutura, aumentar o seguro desemprego e outras medidas de proteção ao emprego, facilidade de crédito para linha branca, carros e casa própria o déficit público é a solução pois o orçamento existe para a finalidade social e bem estar da sociedade.",0
Do contrário ela sofre o impeachment.,Do contrário ela sofre o impeachment.,0
Tem que ser cassada !!,Tem que ser cassada !!,0
Ela chegou longe demais !!,Ela chegou longe demais !!,0
A presidenta não sabia de nada !!!??,A presidenta não sabia de nada !!!??,1
Feliz Pasadena 2016!,Feliz Pasadena 2016!,1
A Folha adotou jornalistas simpáticos ao petismo e também por questões institucionais tem receio de largar o osso .,A Folha adotou jornalistas simpáticos ao petismo e também por questões institucionais tem receio de largar o osso .,0
Um Jornal que sempre defendeu a Democracia está hoje de joelhos a serviço dos interesses que prejudicam todos brasileiros e os mais ricos estão emigrando para os EUAS e Portugal.,Um Jornal que sempre defendeu a Democracia está hoje de joelhos a serviço dos interesses que prejudicam todos brasileiros e os mais ricos estão emigrando para os EUAS e Portugal.,0
"Quem fica terá que suportar a derrama de tributos, aumento da miséria e que Deus nos proteja.","Quem fica terá que suportar a derrama de tributos, aumento da miséria e que Deus nos proteja.",0
"Um partido que usou metodologias antigas e se lambuzou com o dinheiro do povo, provocando atraso e sofrimento para o País, precisa ser expulso do poder.","Um partido que usou metodologias antigas e se lambuzou com o dinheiro do povo, provocando atraso e sofrimento para o País, precisa ser expulso do poder.",0
"Renúncia com dignidade ou impeachment na legalidade são os caminhos para o Brasil sair da atual crise econômica e política, voltando a crescer.","Renúncia com dignidade ou impeachment na legalidade são os caminhos para o Brasil sair da atual crise econômica e política, voltando a crescer.",0
"Um novo governo de união nacional, alijando os desonestos e os embusteiros ideológicos, devolverá a esperança ao povo brasileiro.","Um novo governo de união nacional, alijando os desonestos e os embusteiros ideológicos, devolverá a esperança ao povo brasileiro.",0
Treze anos no poder e ainda usa dessas desculpas?,Treze anos no poder e ainda usa dessas desculpas?,0
"Tenha dó, né Jauqes...","Tenha dó, né Jauqes...",-1
"Nunca assumem nada, a culpa é sempre dos outros!","Nunca assumem nada, a culpa é sempre dos outros!",0
Não confio em ninguém que nunca assume nada!,Não confio em ninguém que nunca assume nada!,0
Psicopatas nunca assumem nada!,Psicopatas nunca assumem nada!,0
"O cara fala que a culpa é do financiamento privado de campanha, e o que vemos é uma corrupção generalizada, caixa 2, 3, dinheiro não contabilizado.","O cara fala que a culpa é do financiamento privado de campanha, e o que vemos é uma corrupção generalizada, caixa 2, 3, dinheiro não contabilizado.",0
"Ora, isso não tem nada a ver com financiamento privado de campanha, é roubalheira mesmo!","Ora, isso não tem nada a ver com financiamento privado de campanha, é roubalheira mesmo!",0
"Sempre dis torcem, tudo manipulam, tudo manobram...","Sempre dis torcem, tudo manipulam, tudo manobram...",0
